도로명주소,위도,경도,구분,이름
남해읍 당넘로82번길 14-5,34.8238880313,127.9054612721,1,낙가사
설천면 설천로 327-45,34.899310502,127.910689296,1,대금암
남면 무지개로81번길 43-13,34.7418822154,127.898092504,1,무량암
창선면 흥선로 1598-119,34.8433682423,128.0464357151,1,보현사
남해읍 평현로173번길 41,34.8292044302,127.8852376301,1,성불암
고현면 화방사길 128-6,34.8646173411,127.8638779308,1,수광암
남면 무지개로 151-24,34.7433739952,127.8931909966,1,정수사
하동읍 연화길 71-31,35.0771846443,127.7472337833,1,우소림사
하동읍 중서2길 5-2,35.0717231706,127.7467422727,1,도림사
하동읍 신기궁항길 88-14,35.0556292574,127.7728589432,1,하남사
하동읍 서동길 11-10,35.0725927326,127.7445231387,1,영각사
하동읍 화심안길 32-1,35.0900171126,127.7332334793,1,죽림정사
하동읍 매화골먹점길 253-41,35.1253862092,127.7228539386,1,혜광사
하동읍 매화골먹점길 89-7,35.1163297424,127.7080210597,1,와룡사
하동읍 범바위길 30-73,35.1025223102,127.7076537739,1,용화사
하동읍 마방길 2-1,35.0731403757,127.7424819444,1,원각사
적량면 삼화실로 748-8,35.1378064081,127.7605224757,1,칠보정사
적량면 삼화실로 813-68,35.1412079361,127.7539779577,1,성불사
적량면 서재길 323-65,35.1132780286,127.7334049487,1,기원정사
적량면 대티길 60,35.0798800297,127.779619882,1,용수암
적량면 서촌길 63-10,35.1217070307,127.7617512149,1,관음사
금성면 연막길 25,34.943265948,127.7893860269,1,칠봉사
양보면 양보로 118,35.0585605311,127.8474984514,1,방암사
양보면 우성길 108-47,35.0645456671,127.8425615067,1,덕암사
양보면 서촌섬백이길 79-28,35.0935853175,127.8575428378,1,관음사
양보면 진양로 1049,35.065742583,127.83103502,1,약수암
청암면 안양로 151,35.165137798,127.8072985918,1,청암사
청암면 명사길 325-143,35.1378553003,127.7747871878,1,무소암
청암면 명사길 384-68,35.145929827,127.7736001113,1,동산사
청암면 금남길 75-75,35.1650097117,127.7613030528,1,은적암
청암면 사동길 93,35.1786218295,127.7492857528,1,석계암
청암면 청계길 11-50,35.1853902992,127.7717737532,1,청계사
청암면 청학로 678,35.1564340286,127.7987170451,1,관음사
청암면 청학로 1015-23,35.1697981022,127.7704304748,1,효성사
청암면 궁항길 650,35.2143843167,127.7778044508,1,봉화사
청암면 청학로 2219-84,35.2230255533,127.7306618939,1,죽림정사
청암면 원묵길 47-6,35.244876376,127.7335329433,1,법성암
청암면 대밭땀길 40,35.2393671551,127.7194293463,1,자미원
청암면 청학로 2554-13,35.2424371009,127.7068803886,1,박반사(구.용천사)
청암면 청학로 2571-42,35.2394261183,127.7096865965,1,청량사
청암면 청학로 2474-9,35.2410340273,127.7137115016,1,미륵정사
차황면 신차로2091번길 53,35.4895432709,127.9279020717,1,정인사
차황면 신차로1850번길 152,35.4735185873,127.945696571,1,황매사
오부면 오동로620번길 93,35.4920504575,127.8958183538,1,송덕암
오부면 왕촌길 309,35.5284773856,127.9046352135,1,천지사
오부면 오휴로 194-79,35.5203171581,127.9131342824,1,진귀암
금서면 친환경로 2625-6,35.4190839888,127.8726387559,1,대성사
금서면 친환경로2451번길 101-8,35.4244461861,127.8485347695,1,왕복사
금서면 친환경로2346번길 4,35.4126376822,127.8448586382,1,해동선원
금서면 친환경로 2285,35.4109169511,127.8396227337,1,성공사
금서면 친환경로2235번길 122-27,35.4196310655,127.8346825819,1,필봉사
금서면 친환경로2235번길 106-12,35.4178133164,127.8357683755,1,정각사
금서면 쌍재로80번길 11-10,35.4145757535,127.8215484246,1,해안사
금서면 새터길 57-98,35.4084051604,127.8177887793,1,금수암
금서면 왕등재로 328,35.384671305,127.8197296108,1,천광사
금서면 구형왕릉로 62-11,35.452341239,127.7998234244,1,왕림사
금서면 화계오봉로 830,35.4045702971,127.7791569208,1,화림사
금서면 화계오봉로540번길 34-19,35.4233591058,127.7782094087,1,수월암
금서면 화계오봉로540번길 42-14,35.4225027951,127.7790469186,1,선림사
금서면 화계오봉로614번길 184-400,35.4136283002,127.7630374153,1,법전암
삼장면 친환경로293번길 75-27,35.2862626121,127.8315421916,1,지장암
삼장면 친환경로1063번길 157,35.3650992395,127.8355017241,1,견성암
삼장면 서당길 125-6,35.3072829337,127.8316426759,1,다정선원
삼장면 대하내원로145번길 3-1,35.2943639309,127.818341325,1,천왕사
삼장면 대하내원로 319-34,35.2985853006,127.8013139243,1,능인암
삼장면 친환경로719번길 137,35.3289342541,127.8319034324,1,도성사
삼장면 친환경로985번길 148,35.3596488123,127.8341594011,1,선화사
삼장면 친환경로998번길 59-24,35.3540931202,127.8496978157,1,호불사
삼장면 대하내원로 308,35.299573776,127.8045977363,1,약원암
단성면 성철로 125,35.2792401248,127.9684153214,1,겁외사
단성면 자양길 130-7,35.2538234552,127.889460264,1,보현사
단성면 지리산대로2700번길 83-15,35.263677576,127.9212551692,1,송덕사
단성면 상동길 65-42,35.2779847553,127.9317090599,1,불국사
단성면 호암로701번길 103-199,35.3387220145,127.8863965852,1,성불정사
단성면 백운로51번길 163,35.2889791761,127.8871422239,1,용문사
단성면 지리산대로2700번길 201,35.2551256098,127.9200492522,1,금천선원
단성면 호암로 44,35.2739539236,127.9275959364,1,원화정사
단성면 지리산대로 2131-86,35.2720545777,127.8655891391,1,백운사
함양읍 함양로 983-35,35.5082235378,127.7183121345,1,금선사
함양읍 함양남서로 1183,35.5171309826,127.7227836,1,청양사
함양읍 기동길 115,35.5302571819,127.7436536309,1,법화사
함양읍 함양로 822-108,35.4907842613,127.7077321755,1,대운사
함양읍 고운로 560,35.5231677626,127.776540087,1,연화사
함양읍 용평3길 49,35.5174353434,127.7298787614,1,선덕사
함양읍 평촌앞길 31-16,35.5351822416,127.7417185403,1,보현암
함양읍 쟁피길 99-41,35.5400540727,127.7736821068,1,대암사
함양읍 함양로 849,35.4987367376,127.7127437817,1,영선암
함양읍 함양로 179-80,35.4761102818,127.6529264854,1,대명사
함양읍 함양로 485-12,35.4810008568,127.6834665855,1,심선사
함양읍 함양로 179-186,35.4774112205,127.6475545926,1,오불사
마천면 백무동로 174,35.371765565,127.6720844501,1,고불사
마천면 도마앞길 204,35.3864615884,127.6287141399,1,삼불사
마천면 백무동로 263-19,35.3673866576,127.6814658041,1,영통암
마천면 촉동길 7-136,35.4443570185,127.6796432188,1,우리절
마천면 덕전길 103-104,35.3848772601,127.65562673,1,고담사
마천면 촉동길 7-40,35.4442259685,127.6866519262,1,등구사
휴천면 목현옥매로 220,35.4983241653,127.7590909236,1,대성사
휴천면 산두안길 84,35.483850324,127.7637377113,1,도선암
휴천면 대포길 59-24,35.4641300269,127.755196047,1,법화사
휴천면 송전길 524,35.4008922521,127.722497204,1,견불사
휴천면 세동길 131,35.4114306412,127.7328724015,1,문수사
휴천면 송전길 375,35.408804528,127.715023848,1,대련사
휴천면 문상길 155-100,35.4352848148,127.7159528994,1,법화사
휴천면 운서길 153-116,35.422411,127.7426324822,1,적조암
휴천면 견불동길 106-1,35.4245312568,127.7191255236,1,영불암
휴천면 모전길 16-1,35.4099614629,127.7108354762,1,반야정사
휴천면 천왕봉로 2207-1,35.4428216176,127.7381784141,1,극락사
유림면 유평화촌로 132,35.4722037884,127.7784415793,1,영명사
유림면 회동뒷길 115,35.4811588751,127.776635641,1,화정사
지곡면 주곡길 29,35.5613949099,127.7539781494,1,덕혜사
수동면 가성길 68,35.5616672209,127.795445933,1,지장사
안의면 금성길 14,35.629317571,127.8110644597,1,법인사
안의면 금성길 34-72,35.6320102215,127.8072471469,1,변조암
안의면 안심길 23,35.6529627617,127.8022311125,1,심원사
안의면 뒷밭길 24,35.6385349167,127.7894162259,1,황대선원
안의면 용추휴양림길 166,35.6961313372,127.7578618559,1,마하사
안의면 장자벌길 51,35.6801822647,127.7647472135,1,청량사
서하면 함양남서로 3853,35.640785206,127.6895131611,1,화림사
백전면 백운산길 85-1,35.6106101747,127.6560704386,1,화과원
백전면 백운로 9-73,35.5723225432,127.6396164504,1,남산사
백전면 백운산길 85,35.5980868613,127.6495690293,1,백운암
백전면 오천로 272,35.5107268917,127.6437155775,1,법장사
백전면 서백길 20-40,35.5655046058,127.632737787,1,무량사
백전면 백운산길 3-292,35.6031758233,127.6407473929,1,묵계암
백전면 백운로 198-34,35.5726170958,127.6546232795,1,대경사
병곡면 원산지소길 124-64,35.5772949145,127.6838428433,1,무설정사
병곡면 송호서원길 15,35.5319402631,127.6784656656,1,대안사
가북면 감월길 867-32,35.7752841253,128.0322828951,1,감월암
가북면 용암2길 54,35.8165048223,128.0484959524,1,용암선원
고제면 빼재로 1687,35.8360212369,127.8486172819,1,달마사
남상면 진목1길 274-48,35.5974318676,127.8596168481,1,보현사
북상면 산수병곡길 186-48,35.7808759619,127.7703258294,1,성불사
북상면 황점길 7-18,35.77110055,127.7188840114,1,옥천사
합천읍 동서로 6-7,35.5681838741,128.1535096904,1,용흥사
합천읍 두상로 169,35.6305586361,128.1254482019,1,화엄사
합천읍 금양1길 19,35.5929179693,128.1740403679,1,무상정사
합천읍 충효로4길 13,35.5665232316,128.1597109757,1,입정신인당
합천읍 인덕로 1707-37,35.6154832783,128.1170391689,1,금강선원
합천읍 신소양2길 27,35.5815361871,128.163511549,1,관음사
합천읍 남정1길 7,35.5644498748,128.1575696507,1,원불교
합천읍 인곡3길 159,35.6143066898,128.091974064,1,대해사
봉산면 압곡1길 53-10,35.6388087127,128.0485130953,1,봉산사
묘산면 산제길 99,35.66424509,128.1023416505,1,관수사
묘산면 광산봉곡길 16-7,35.6477983811,128.1234025346,1,통천사
묘산면 산제길 108-13,35.6656463714,128.1012135697,1,정법사
가야면 해인사길 122,35.8016570791,128.0981440429,1,백련암
가야면 해인사길 122,35.8016570791,128.0981440429,1,지족암
가야면 해인사길 122,35.8016570791,128.0981440429,1,홍제암
가야면 해인사길 122,35.8016570791,128.0981440429,1,원당암
가야면 해인사길 122,35.8016570791,128.0981440429,1,길상암
가야면 해인사길 122,35.8016570791,128.0981440429,1,약수암
가야면 해인사길 122,35.8016570791,128.0981440429,1,삼선암
가야면 해인사길 122,35.8016570791,128.0981440429,1,금선암
가야면 해인사길 122,35.8016570791,128.0981440429,1,보현암
가야면 해인사길 122,35.8016570791,128.0981440429,1,금강굴
가야면 해인사길 122,35.8016570791,128.0981440429,1,국일암
가야면 해인사길 122,35.8016570791,128.0981440429,1,고운암
가야면 해인사길 122,35.8016570791,128.0981440429,1,용탐선원
가야면 해인사길 122,35.8016570791,128.0981440429,1,문수암
가야면 해인사길 122,35.8016570791,128.0981440429,1,희랑대
가야면 청량동길 144,35.7719241357,128.1094780202,1,청량사
가야면 치인5길 194,35.8024619422,128.0517740247,1,고불암
가야면 죽전길 132,35.7586472604,128.0743256043,1,희현암
야로면 창동청계길 272-63,35.7069100881,128.1999600149,1,청계사
야로면 미숭산로 325-15,35.7277751669,128.189885628,1,미숭사
야로면 영서로 2678-83,35.6779255831,128.1711646287,1,법륜사
야로면 매촌2길 45-27,35.7260226401,128.1665030792,1,법륜사
야로면 매촌2길 67-6,35.7255975913,128.1685128843,1,백련사
율곡면 낙민2길 119,35.5696009919,128.2313820614,1,월산사
율곡면 매실길 94-8,35.5846149355,128.2346499414,1,광명사
율곡면 와리2길 29-1,35.6368519345,128.2068760516,1,천암사
율곡면 대야로 1463,35.6082014009,128.1919050956,1,약사암
율곡면 노양2길 59-14,35.6267176351,128.1873093137,1,천광사
초계면 정곡길 37,35.5206705106,128.2490296301,1,보타사
초계면 초계중앙로 117-14,35.5574640368,128.273905909,1,관음사
쌍책면 상신2길 85-12,35.6399941579,128.2462618119,1,대원사
쌍책면 진정1길 148-23,35.5939884621,128.2939069259,1,칠성암
쌍책면 덕봉1길 314-23,35.6119448392,128.2841574162,1,백현사
덕곡면 율지2길 19-14,35.6148338929,128.360871735,1,도선사
청덕면 정동길 213-194,35.5218294751,128.3044031961,1,청정사
청덕면 의합대로 2806,35.5161993616,128.3564426342,1,삼학사
청덕면 정산길 28-19,35.6024490893,128.3151511041,1,보현사
적중면 명곡2길 3-148,35.5197604825,128.2766294515,1,미타산 상홍사
적중면 적중로 68-118,35.5497578761,128.2697481735,1,감로사
대양면 신거길 42-8,35.5007390836,128.1720445432,1,서광사
대양면 초막길 1-5,35.5220855795,128.1833914531,1,길상암
대양면 무곡길 331,35.5286126429,128.2016380523,1,보원사
대양면 대야로 101,35.5043262968,128.1691673386,1,구곡사
대양면 상촌길 135-23,35.5042033426,128.2165183275,1,약수암
대양면 도리길 32,35.5010701748,128.1576453263,1,금적사
대양면 정양1길 7-10,35.5399361102,128.1670793867,1,법계사
대양면 대야로 386-33,35.5271369461,128.1727544321,1,대성사
대양면 무곡길 276,35.5264226093,128.198515532,1,관음사
대양면 도리길 56-7,35.5009730579,128.1558461574,1,유리광사
쌍백면 쌍백중앙로 84-9,35.4432559519,128.147171069,1,백흥사
쌍백면 운곡백역길 407-8,35.4795085135,128.1225107347,1,안양암
쌍백면 하신술곡길 99-6,35.4591752564,128.1284463195,1,용화사
쌍백면 안계1길 63-137,35.4282079945,128.1870493265,1,금정암
삼가면 봉두길 39,35.4120172567,128.1329304625,1,봉두사
삼가면 금리4길 35-17,35.4159016529,128.1228711869,1,성불사
삼가면 소오1길 42,35.4099956181,128.116713812,1,오봉사
삼가면 서부로 390-1,35.4117539583,128.0873836719,1,옥천성사
삼가면 신평3길 15-10,35.3874245356,128.1145979767,1,옥천사
삼가면 동리4길 7-25,35.4182436833,128.1474056135,1,보림사
삼가면 하판2길 5-5,35.4273144538,128.1150114663,1,청운사
삼가면 학동길 48-9,35.4075032959,128.096476081,1,학리사
삼가면 동리외초길 105-1,35.4202516877,128.1456501078,1,성불암
가회면 황매산로 637-136,35.4750378533,128.0040695427,1,영암사
가회면 대기2길 6-170,35.4631291345,127.9927597839,1,묵방사
가회면 대기2길 43,35.4634148087,127.9987497424,1,문수암
가회면 황매산로 70-7,35.4363987333,128.0319534479,1,법륜사
가회면 황매산공원길 62-1,35.4852987733,128.0033106647,1,법연사
가회면 황매산로 464-22,35.461065379,128.0085587923,1,용수사
가회면 오도2길 7,35.4505653978,128.0229768762,1,제석사
가회면 황매산로 637-61,35.4733263148,127.9999812287,1,황룡사
가회면 황매산로 637-31,35.4719441776,128.0020292167,1,동빙무사
대병면 장단3길 42-37,35.5019941559,128.0485635998,1,청강사
대병면 서부로 2551-20,35.5456231392,128.0005474599,1,무학사
대병면 신성동길 53-66,35.5177322231,128.0079421313,1,보림사
대병면 이정동길 10-35,35.5370536454,127.9856719418,1,약천사
대병면 합천호수로 584-14,35.5392619381,128.0572003882,1,용문사
대병면 대병3산로 497-13,35.5236117931,128.0341079624,1,대원사
대병면 성리4길 144-2,35.530228714,128.0673968063,1,황룡선원
용주면 합천호수로 793,35.5497431152,128.0773318937,1,선제암
용주면 연촌우곡길 130-110,35.5777240285,128.1108234267,1,약사암
용주면 고품부흥2길 43-26,35.5543692021,128.1049090819,1,영도사
용주면 공암1길 8-1,35.5016659449,128.1022461122,1,칠불정사
용주면 성산길 106,35.5449572956,128.1484378845,1,용주사
용주면 봉기길 143-19,35.5582636315,128.0801698821,1,다송사
용주면 방곡1길 94-11,35.5820900111,128.1010698923,1,보리정사
용주면 우곡계성길 133,35.5671439249,128.0763473739,1,성룡사
일운면 망양1길 20,34.8160409829,128.6698132356,1,양지암
일운면 지세포3길 98,34.8245446904,128.6935875617,1,영은사
동부면 동부로6길 49-19,34.8127076674,128.6096762569,1,백련암
동부면 거제중앙로 133-14,34.7775107418,128.6331368303,1,봉곡사
동부면 오송8길 17,34.8205318977,128.5938868806,1,대원사
동부면 오송4길 51-2,34.8003960306,128.5892624213,1,성불암
동부면 율포3길 85-2,34.7819737998,128.6034851781,1,장수암
거제면 동상명진길 63-23,34.8493394357,128.6009389191,1,거광사
거제면 동상명진길 302,34.8448744836,128.6222181298,1,안양암
거제면 동상명진길 63-23,34.8493394357,128.6009389191,1,내원사
거제면 내간2길 140,34.8559349692,128.5575526233,1,벽수암
둔덕면 상둔5길 20-10,34.8684034473,128.5412400211,1,정인사
둔덕면 거림2길 158,34.8633724417,128.5011099038,1,무이사
둔덕면 산방산길 197,34.8576144832,128.5315454562,1,보현사
둔덕면 거림1길 35-35,34.8539718106,128.5070353535,1,정포암
둔덕면 시목1길 25-37,34.8679834927,128.5136615634,1,천인사
사등면 언양로 424,34.8924647168,128.5451188362,1,성불사
사등면 지석1길 21-56,34.908750886,128.5220058832,1,명성암
사등면 오량2길 108,34.8816613836,128.5033515361,1,신광사
사등면 거제남서로 5383,34.8849029269,128.4812664841,1,대덕사
사등면 가조로10길 20,34.9638275552,128.532723837,1,금룡정사
연초면 연하해안로 892-11,34.940244596,128.6004757039,1,해인정사
연초면 연사4길 81,34.9135613921,128.6418107339,1,대비정사
연초면 죽서길 30,34.9187388425,128.653312297,1,바름정사
연초면 죽동길 6-30,34.9162883768,128.6573286079,1,송죽암
연초면 다공3길 83-15,34.9317911661,128.6440067984,1,불곡사
연초면 다공4길 67,34.9313730845,128.6588746561,1,봉환사
연초면 송정이목로 42,34.917937916,128.6747805722,1,효불사
하청면 연하해안로 1014,34.9493255009,128.5994646709,1,금수사
하청면 신동길 20,34.954675106,128.6474939911,1,해룡사
두모길 56,34.8739882813,128.7195081083,1,대연사
마전1길 89-13,34.8526051733,128.7269001015,1,약수암
아주로 77-13,34.8648862294,128.6847704247,1,천태종 장흥사
아양길 16-14,34.8634478852,128.6980961788,1,옥련사
옥포대첩로 86-7,34.8939255797,128.6975585369,1,보광사
수양2길 33-5,34.8906317901,128.6540643217,1,금강사
양정3길 74,34.8695842778,128.6599268498,1,칠보사
계룡로7길 24,34.8777213049,128.6201690172,1,계룡사
장목면 옥포대첩로 952,34.9450871481,128.7176374554,1,관음사
남부면 거제대로 61,34.7324008845,128.6191576268,1,관음사
남부면 다대2길 78-33,34.7426718263,128.6359771602,1,대성사
남부면 해금강3길 43,34.7347325775,128.6746811461,1,서자암
남부면 대포전망길 21-20,34.7106431692,128.5930678156,1,용궁사
문동폭포길 12-31,34.8531655464,128.6528073969,1,용주사
